food_id,dining_hall_id,days,meal_type
1151,1003,T,Lunch
859,19,T,Lunch
13723,776,W,Lunch
7512,715,W,Lunch
6395,1003,W,Lunch
18998,1003,W,Lunch
6873,605,W,Lunch
12522,1003,W,Lunch
6624,36,W,Lunch
10839,1003,W,Lunch
17575,1003,W,Lunch
9090,1003,W,Lunch
12524,1003,W,Lunch
12528,1068,W,Lunch
12527,1003,W,Lunch
12525,46,W,Lunch
1144,876,Th,Lunch
22286,1003,Th,Lunch
17557,1003,Th,Lunch
3754,1003,Th,Lunch
6395,1003,Th,Lunch
642,1003,Th,Lunch
293,1003,Th,Lunch
2467,1003,Th,Lunch
7853,1003,Th,Lunch
7154,1003,Th,Lunch
6494,1003,Th,Lunch
5848,1003,Th,Lunch
1130,1003,Th,Lunch
17117,1003,Th,Lunch
620,1003,Th,Lunch
1572,1003,Th,Lunch
1593,1003,Th,Lunch
1076,1003,Th,Lunch
19996,1003,F,Lunch
19997,1003,F,Lunch
14972,15,F,Lunch
19358,1003,F,Lunch
465,1003,F,Lunch
6873,1003,F,Lunch
17112,1003,F,Lunch
6940,1003,F,Lunch
17816,1003,F,Lunch
13713,1003,F,Lunch
22026,1003,F,Lunch
15768,1003,F,Lunch
1972,1003,F,Lunch
1151,1003,F,Lunch
859,1003,F,Lunch
1144,1003,S,Lunch
22286,1003,S,Lunch
17557,1003,S,Lunch
3754,1003,S,Lunch
6395,1003,S,Lunch
642,1003,S,Lunch
293,1003,S,Lunch
2467,1003,S,Lunch
7853,252,S,Lunch
7154,1003,S,Lunch
6494,1003,S,Lunch
5848,994,S,Lunch
1130,676,S,Lunch
17117,1003,S,Lunch
620,912,S,Lunch
1572,407,S,Lunch
1593,1003,S,Lunch
1076,1003,S,Lunch
17557,1003,Su,Lunch
17650,1003,Su,Lunch
18856,309,Su,Lunch
3754,964,Su,Lunch
6395,1055,Su,Lunch
5848,569,Su,Lunch
1130,1003,Su,Lunch
10275,1003,Su,Lunch
1572,253,Su,Lunch
6331,1003,Su,Lunch
620,638,Su,Lunch
18994,1003,Su,Lunch
1076,1003,Su,Lunch
740,1003,Su,Lunch
1151,560,Su,Lunch
1972,1003,Su,Lunch
6381,1003,Su,Lunch
9252,1003,M,Lunch
13371,1003,M,Lunch
11556,982,M,Lunch
19718,1003,M,Lunch
3754,1003,M,Lunch
6395,1003,M,Lunch
642,1003,M,Lunch
465,1003,M,Lunch
6536,1003,M,Lunch
7154,1003,M,Lunch
1130,1003,M,Lunch
17530,1003,M,Lunch
1593,1003,M,Lunch
1572,1003,M,Lunch
8323,803,M,Lunch
1972,1003,M,Lunch
859,1003,M,Lunch
13714,276,T,Lunch
22286,859,T,Lunch
18856,1003,T,Lunch
17557,1003,T,Lunch
3754,1003,T,Lunch
6395,1003,T,Lunch
642,1003,T,Lunch
293,1003,T,Lunch
2467,1003,T,Lunch
7853,1003,T,Lunch
7154,876,T,Lunch
6494,1003,T,Lunch
5848,795,T,Lunch
1130,1003,T,Lunch
17117,1003,T,Lunch
620,1003,T,Lunch
6331,1003,T,Lunch
1572,1051,T,Lunch
1593,1003,T,Lunch
1076,1003,T,Lunch
9252,857,W,Lunch
13371,1003,W,Lunch
11556,1003,W,Lunch
19718,1003,W,Lunch
3754,1003,W,Lunch
6395,982,W,Lunch
642,1003,W,Lunch
465,1003,W,Lunch
6536,1003,W,Lunch
7154,1003,W,Lunch
1130,1003,W,Lunch
17530,128,W,Lunch
1593,268,W,Lunch
1572,1003,W,Lunch
8323,839,W,Lunch
1972,769,W,Lunch
859,1003,W,Lunch
282,569,Th,Lunch
22286,1003,Th,Lunch
17557,1003,Th,Lunch
3754,1003,Th,Lunch
6395,772,Th,Lunch
642,1003,Th,Lunch
293,1003,Th,Lunch
2467,810,Th,Lunch
7853,1003,Th,Lunch
7154,1003,Th,Lunch
6494,954,Th,Lunch
5848,1003,Th,Lunch
1130,1003,Th,Lunch
17117,1003,Th,Lunch
620,1003,Th,Lunch
6331,1003,Th,Lunch
1572,1003,Th,Lunch
1593,1003,Th,Lunch
1076,1003,Th,Lunch
19170,1003,F,Lunch
15081,1003,F,Lunch
6640,1003,F,Lunch
6233,1003,F,Lunch
11198,1003,F,Lunch
1667,1003,F,Lunch
6940,1003,F,Lunch
6488,756,F,Lunch
17112,1003,F,Lunch
7309,1003,F,Lunch
17816,1003,F,Lunch
334,1003,F,Lunch
9310,18,F,Lunch
18152,1003,S,Lunch
18189,1003,S,Lunch
17553,1003,S,Lunch
19718,523,S,Lunch
3754,1003,S,Lunch
642,450,S,Lunch
293,1003,S,Lunch
7853,1003,S,Lunch
2467,1003,S,Lunch
5848,1003,S,Lunch
1130,1003,S,Lunch
7154,1003,S,Lunch
6494,1003,S,Lunch
17530,1003,S,Lunch
18106,1003,S,Lunch
17557,1003,Su,Lunch
17650,1003,Su,Lunch
3754,1003,Su,Lunch
6395,1003,Su,Lunch
5848,423,Su,Lunch
1130,1003,Su,Lunch
10275,1003,Su,Lunch
1572,1003,Su,Lunch
620,1003,Su,Lunch
18994,1003,Su,Lunch
1076,1003,Su,Lunch
740,578,Su,Lunch
1151,1003,Su,Lunch
1972,1003,Su,Lunch
6381,1003,Su,Lunch
13723,385,M,Lunch
7512,1003,M,Lunch
6395,1003,M,Lunch
18998,1003,M,Lunch
6873,216,M,Lunch
12522,1003,M,Lunch
6624,116,M,Lunch
10839,1003,M,Lunch
17575,224,M,Lunch
9090,1003,M,Lunch
12524,1003,M,Lunch
12528,1003,M,Lunch
12527,1003,M,Lunch
12525,128,M,Lunch
19994,1003,T,Lunch
17856,1003,T,Lunch
16988,168,T,Lunch
13713,1003,T,Lunch
14972,1003,T,Lunch
19358,1003,T,Lunch
465,1003,T,Lunch
6873,1003,T,Lunch
17112,121,T,Lunch
6940,533,T,Lunch
20928,161,T,Lunch
22026,1003,T,Lunch
15768,774,T,Lunch
1972,460,T,Lunch
1151,1003,T,Lunch
859,1003,T,Lunch
13723,1003,W,Lunch
7512,1003,W,Lunch
6395,655,W,Lunch
18998,1003,W,Lunch
6873,835,W,Lunch
12522,1003,W,Lunch
6624,1003,W,Lunch
10839,1003,W,Lunch
17575,1003,W,Lunch
9090,1003,W,Lunch
12524,1003,W,Lunch
12528,705,W,Lunch
12527,1003,W,Lunch
12525,2,W,Lunch
1144,1003,Th,Lunch
22286,1003,Th,Lunch
17557,841,Th,Lunch
3754,406,Th,Lunch
6395,1003,Th,Lunch
642,528,Th,Lunch
293,1003,Th,Lunch
2467,1003,Th,Lunch
7853,1003,Th,Lunch
7154,557,Th,Lunch
6494,1003,Th,Lunch
5848,1003,Th,Lunch
1130,732,Th,Lunch
17117,1003,Th,Lunch
620,1003,Th,Lunch
1572,656,Th,Lunch
1593,437,Th,Lunch
1076,299,Th,Lunch
19996,885,F,Lunch
19997,928,F,Lunch
14972,1003,F,Lunch
19358,1003,F,Lunch
465,1003,F,Lunch
6873,1003,F,Lunch
17112,1003,F,Lunch
6940,1003,F,Lunch
17816,1003,F,Lunch
13713,1003,F,Lunch
22026,1003,F,Lunch
15768,1003,F,Lunch
1972,703,F,Lunch
1151,1003,F,Lunch
859,1003,F,Lunch
1144,249,S,Lunch
22286,777,S,Lunch
17557,1003,S,Lunch
3754,1003,S,Lunch
6395,1003,S,Lunch
642,1003,S,Lunch
293,1003,S,Lunch
2467,1003,S,Lunch
7853,1003,S,Lunch
7154,1003,S,Lunch
6494,925,S,Lunch
5848,1003,S,Lunch
1130,1003,S,Lunch
17117,1003,S,Lunch
620,1003,S,Lunch
1572,1049,S,Lunch
1593,1003,S,Lunch
1076,1003,S,Lunch
17650,11,Su,Lunch
17557,1003,Su,Lunch
3754,1003,Su,Lunch
6395,1003,Su,Lunch
5848,817,Su,Lunch
1130,1003,Su,Lunch
10275,1003,Su,Lunch
1572,1041,Su,Lunch
620,1003,Su,Lunch
18994,1003,Su,Lunch
1076,1044,Su,Lunch
740,1003,Su,Lunch
1151,1003,Su,Lunch
1972,1003,Su,Lunch
6381,1003,Su,Lunch
9252,1003,M,Lunch
13371,511,M,Lunch
11556,1003,M,Lunch
19718,1003,M,Lunch
3754,608,M,Lunch
6395,1003,M,Lunch
642,725,M,Lunch
465,1003,M,Lunch
6536,1003,M,Lunch
7154,1003,M,Lunch
1130,1003,M,Lunch
17530,1003,M,Lunch
1593,1003,M,Lunch
1572,1003,M,Lunch
8323,1003,M,Lunch
1972,1003,M,Lunch
859,1003,M,Lunch
13715,1003,T,Lunch
282,482,T,Lunch
17557,1003,T,Lunch
3754,1003,T,Lunch
6395,681,T,Lunch
642,1003,T,Lunch
293,1003,T,Lunch
2467,1003,T,Lunch
7853,1003,T,Lunch
7154,1003,T,Lunch
6494,1003,T,Lunch
5848,1003,T,Lunch
1130,1003,T,Lunch
17117,26,T,Lunch
620,1003,T,Lunch
1572,1003,T,Lunch
1593,1003,T,Lunch
1076,964,T,Lunch
9252,742,W,Lunch
13371,1003,W,Lunch
11556,1003,W,Lunch
19718,1003,W,Lunch
3754,1003,W,Lunch
6395,1003,W,Lunch
642,1003,W,Lunch
465,247,W,Lunch
6536,1003,W,Lunch
7154,1003,W,Lunch
1130,1003,W,Lunch
17530,1003,W,Lunch
1593,1003,W,Lunch
1572,1003,W,Lunch
8323,1003,W,Lunch
1972,1003,W,Lunch
859,1003,W,Lunch
282,734,Th,Lunch
22286,1003,Th,Lunch
17557,1003,Th,Lunch
3754,1003,Th,Lunch
6395,1003,Th,Lunch
642,1003,Th,Lunch
293,1003,Th,Lunch
2467,269,Th,Lunch
7853,264,Th,Lunch
7154,1003,Th,Lunch
6494,1003,Th,Lunch
5848,1003,Th,Lunch
1130,1003,Th,Lunch
17117,1003,Th,Lunch
620,1003,Th,Lunch
1572,1003,Th,Lunch
1593,393,Th,Lunch
1076,1003,Th,Lunch
19170,1003,F,Lunch
15081,1003,F,Lunch
6640,1003,F,Lunch
6233,1003,F,Lunch
11198,1003,F,Lunch
1667,726,F,Lunch
6940,1003,F,Lunch
6488,1003,F,Lunch
17112,1003,F,Lunch
7309,1003,F,Lunch
17816,1003,F,Lunch
334,1003,F,Lunch
9310,1003,F,Lunch
5593,464,M,Lunch
3043,1003,M,Lunch
15076,1003,M,Lunch
1667,1003,M,Lunch
21865,1003,M,Lunch
17532,1003,T,Lunch
15076,415,T,Lunch
1667,1003,T,Lunch
15106,1003,T,Lunch
21865,1003,T,Lunch
5490,536,W,Lunch
5481,42,W,Lunch
5546,1003,W,Lunch
1667,921,W,Lunch
21865,1003,W,Lunch
4312,844,Th,Lunch
5546,553,Th,Lunch
13929,1003,Th,Lunch
1667,1003,Th,Lunch
21865,1003,Th,Lunch
13704,1003,F,Lunch
6233,1003,F,Lunch
1667,1003,F,Lunch
15015,207,F,Lunch
21865,1003,F,Lunch
6233,1003,S,Lunch
3245,1003,S,Lunch
2358,1003,S,Lunch
1667,1003,S,Lunch
21865,594,S,Lunch
4312,1003,Su,Lunch
10621,393,Su,Lunch
6233,1003,Su,Lunch
1667,1003,Su,Lunch
21865,711,Su,Lunch
18764,1003,M,Lunch
3043,1003,M,Lunch
15076,1003,M,Lunch
1667,1003,M,Lunch
21865,1003,M,Lunch
15076,198,T,Lunch
9443,1003,T,Lunch
1667,1003,T,Lunch
15106,1003,T,Lunch
21865,1003,T,Lunch
15710,1003,W,Lunch
5481,1003,W,Lunch
5546,1003,W,Lunch
1667,1003,W,Lunch
21865,1003,W,Lunch
4312,1003,Th,Lunch
5546,1003,Th,Lunch
12445,1003,Th,Lunch
1667,1003,Th,Lunch
21865,1003,Th,Lunch
5207,1003,F,Lunch
6233,1003,F,Lunch
1667,1003,F,Lunch
15015,1003,F,Lunch
21865,190,F,Lunch
6233,1003,S,Lunch
3245,1003,S,Lunch
12932,1003,S,Lunch
1667,1003,S,Lunch
21865,1003,S,Lunch
4312,1003,Su,Lunch
16596,1003,Su,Lunch
6233,53,Su,Lunch
1667,1003,Su,Lunch
21865,1003,Su,Lunch
15076,1003,M,Lunch
17655,1003,M,Lunch
3043,1003,M,Lunch
1667,1003,M,Lunch
21865,1003,M,Lunch
12399,1003,T,Lunch
15076,1003,T,Lunch
1667,645,T,Lunch
15106,521,T,Lunch
21865,1003,T,Lunch
11198,282,W,Lunch
5546,1003,W,Lunch
5481,997,W,Lunch
1667,1003,W,Lunch
21865,601,W,Lunch
4312,1003,Th,Lunch
20673,1003,Th,Lunch
5546,1003,Th,Lunch
1667,1003,Th,Lunch
21865,1003,Th,Lunch
6233,475,F,Lunch
14921,1003,F,Lunch
1667,229,F,Lunch
15015,769,F,Lunch
21865,1003,F,Lunch
16787,1003,S,Lunch
3245,1003,S,Lunch
6233,1003,S,Lunch
1667,1003,S,Lunch
21865,1003,S,Lunch
4312,1003,Su,Lunch
10621,1003,Su,Lunch
6233,1003,Su,Lunch
1667,857,Su,Lunch
21865,786,Su,Lunch
5593,906,M,Lunch
3043,1003,M,Lunch
15076,1003,M,Lunch
1667,755,M,Lunch
21865,1003,M,Lunch
17532,1003,T,Lunch
15076,1003,T,Lunch
1667,1003,T,Lunch
15106,1003,T,Lunch
21865,1003,T,Lunch
5490,1003,W,Lunch
5481,1003,W,Lunch
5546,1003,W,Lunch
1667,1003,W,Lunch
21865,1003,W,Lunch
4312,1003,Th,Lunch
5546,396,Th,Lunch
13929,1069,Th,Lunch
1667,1003,Th,Lunch
21865,292,Th,Lunch
13704,1003,F,Lunch
6233,1003,F,Lunch
1667,1003,F,Lunch
15015,310,F,Lunch
21865,103,F,Lunch
6233,1003,S,Lunch
3245,389,S,Lunch
2358,1003,S,Lunch
1667,723,S,Lunch
21865,1003,S,Lunch
4312,1003,Su,Lunch
10621,1003,Su,Lunch
6233,1003,Su,Lunch
1667,1003,Su,Lunch
21865,1003,Su,Lunch
18764,1003,M,Lunch
3043,1003,M,Lunch
15076,1003,M,Lunch
1667,1003,M,Lunch
21865,912,M,Lunch
15076,1003,T,Lunch
9443,1003,T,Lunch
1667,659,T,Lunch
15106,198,T,Lunch
21865,1003,T,Lunch
15710,1003,W,Lunch
5481,1003,W,Lunch
5546,1003,W,Lunch
1667,1003,W,Lunch
21865,70,W,Lunch
7342,40,W,Lunch
4312,1003,Th,Lunch
5546,518,Th,Lunch
12445,1003,Th,Lunch
1667,1003,Th,Lunch
21865,1003,Th,Lunch
5207,364,F,Lunch
6233,197,F,Lunch
1667,1003,F,Lunch
15015,1024,F,Lunch
21865,1003,F,Lunch
6233,1003,S,Lunch
3245,1003,S,Lunch
12932,1003,S,Lunch
1667,1003,S,Lunch
21865,373,S,Lunch
4312,1003,Su,Lunch
16596,1003,Su,Lunch
6233,1003,Su,Lunch
1667,1003,Su,Lunch
21865,1003,Su,Lunch
15076,1003,M,Lunch
17655,1003,M,Lunch
3043,1003,M,Lunch
1667,1003,M,Lunch
21865,1003,M,Lunch
12399,1003,T,Lunch
15076,1003,T,Lunch
1667,1003,T,Lunch
21865,1003,T,Lunch
12420,447,W,Lunch
5546,9,W,Lunch
5481,1003,W,Lunch
1667,395,W,Lunch
21865,1003,W,Lunch
4312,98,Th,Lunch
20673,1003,Th,Lunch
5546,1003,Th,Lunch
1667,1003,Th,Lunch
21865,1003,Th,Lunch
6233,1003,F,Lunch
14921,1003,F,Lunch
1667,1003,F,Lunch
21865,1003,F,Lunch
16787,1014,S,Lunch
3245,402,S,Lunch
6233,1003,S,Lunch
1667,1003,S,Lunch
21865,1003,S,Lunch
4312,122,Su,Lunch
12420,1003,Su,Lunch
6233,1003,Su,Lunch
5291,1003,Su,Lunch
1667,403,Su,Lunch
21865,390,Su,Lunch
3043,1003,M,Lunch
15076,1003,M,Lunch
5291,1003,M,Lunch
1667,1003,M,Lunch
21865,1003,M,Lunch
6485,1003,T,Lunch
17532,110,T,Lunch
15076,1003,T,Lunch
5291,847,T,Lunch
1667,1003,T,Lunch
15106,1003,T,Lunch
21865,1003,T,Lunch
5490,1003,W,Lunch
5481,1003,W,Lunch
5546,67,W,Lunch
5291,1003,W,Lunch
1667,210,W,Lunch
21865,1003,W,Lunch
4312,1003,Th,Lunch
5546,110,Th,Lunch
13929,993,Th,Lunch
5291,1003,Th,Lunch
1667,1003,Th,Lunch
21865,1003,Th,Lunch
13704,1003,F,Lunch
6233,740,F,Lunch
5291,1003,F,Lunch
1667,1003,F,Lunch
21865,1003,F,Lunch
6233,1003,S,Lunch
3245,1003,S,Lunch
4873,1003,S,Lunch
5291,1003,S,Lunch
1667,1003,S,Lunch
21865,190,S,Lunch
4312,1003,Su,Lunch
10621,775,Su,Lunch
6233,1003,Su,Lunch
5291,1003,Su,Lunch
1667,1003,Su,Lunch
21865,1002,Su,Lunch
13825,1003,M,Lunch
3043,835,M,Lunch
15076,1003,M,Lunch
5291,1003,M,Lunch
1667,265,M,Lunch
21865,1003,M,Lunch
6485,1003,T,Lunch
15076,1003,T,Lunch
9443,135,T,Lunch
5291,352,T,Lunch
1667,1003,T,Lunch
15106,553,T,Lunch
21865,1003,T,Lunch
15710,1003,W,Lunch
5481,1003,W,Lunch
5546,1003,W,Lunch
5291,1003,W,Lunch
1667,456,W,Lunch
21865,1003,W,Lunch
4312,1003,Th,Lunch
5546,604,Th,Lunch
12445,1003,Th,Lunch
5291,1003,Th,Lunch
1667,1003,Th,Lunch
21865,312,Th,Lunch
5207,1003,F,Lunch
6233,1003,F,Lunch
5291,1003,F,Lunch
1667,614,F,Lunch
15015,1003,F,Lunch
21865,331,F,Lunch
6233,1003,S,Lunch
3245,617,S,Lunch
12932,1003,S,Lunch
5291,1003,S,Lunch
1667,886,S,Lunch
21865,1003,S,Lunch
4312,737,Su,Lunch
16596,1003,Su,Lunch
6233,1003,Su,Lunch
5291,1003,Su,Lunch
1667,1003,Su,Lunch
21865,1003,Su,Lunch
15076,1003,M,Lunch
17655,1003,M,Lunch
3043,1003,M,Lunch
5291,1003,M,Lunch
1667,1003,M,Lunch
21865,1003,M,Lunch
6485,1003,T,Lunch
12399,1003,T,Lunch
15076,1003,T,Lunch
1667,1003,T,Lunch
21865,660,T,Lunch
11198,1003,W,Lunch
5546,1003,W,Lunch
5481,1003,W,Lunch
5291,1003,W,Lunch
1667,1003,W,Lunch
21865,1003,W,Lunch
4312,1003,Th,Lunch
20673,1003,Th,Lunch
5546,1003,Th,Lunch
5291,1003,Th,Lunch
1667,1003,Th,Lunch
21865,946,Th,Lunch
6233,1003,F,Lunch
14921,900,F,Lunch
5291,1003,F,Lunch
1667,1003,F,Lunch
21865,683,F,Lunch
16787,328,S,Lunch
3245,1003,S,Lunch
6233,1003,S,Lunch
5291,1003,S,Lunch
1667,1003,S,Lunch
21865,1003,S,Lunch
4312,1003,Su,Lunch
12420,1003,Su,Lunch
6233,1003,Su,Lunch
5291,1003,Su,Lunch
1667,1003,Su,Lunch
21865,1003,Su,Lunch
3043,1003,M,Lunch
15076,1003,M,Lunch
5291,1003,M,Lunch
1667,285,M,Lunch
21865,1003,M,Lunch
6485,1003,T,Lunch
17532,823,T,Lunch
15076,1003,T,Lunch
5291,1003,T,Lunch
1667,1003,T,Lunch
21865,1003,T,Lunch
5490,1003,W,Lunch
5481,1003,W,Lunch
5546,263,W,Lunch
5291,1003,W,Lunch
1667,1003,W,Lunch
21865,1003,W,Lunch
4312,1003,Th,Lunch
5546,609,Th,Lunch
13929,1003,Th,Lunch
5291,1003,Th,Lunch
1667,1003,Th,Lunch
21865,602,Th,Lunch
13704,869,F,Lunch
6233,1003,F,Lunch
5291,1003,F,Lunch
1667,1003,F,Lunch
21865,1003,F,Lunch
6233,1003,S,Lunch
3245,1003,S,Lunch
4873,1003,S,Lunch
5291,1003,S,Lunch
1667,342,S,Lunch
21865,1003,S,Lunch
4312,798,Su,Lunch
10621,278,Su,Lunch
6233,1003,Su,Lunch
5291,1003,Su,Lunch
1667,756,Su,Lunch
21865,277,Su,Lunch
7240,170,M,Lunch
14925,1003,M,Lunch
13825,1003,M,Lunch
3043,1003,M,Lunch
15076,1003,M,Lunch
5291,1003,M,Lunch
1667,1003,M,Lunch
21865,135,M,Lunch
6485,1003,T,Lunch
15076,1003,T,Lunch
9443,1003,T,Lunch
5291,1003,T,Lunch
1667,299,T,Lunch
21865,1003,T,Lunch
7240,1003,W,Lunch
14925,299,W,Lunch
15710,33,W,Lunch
5481,1003,W,Lunch
5546,1003,W,Lunch
5291,80,W,Lunch
1667,1003,W,Lunch
21865,315,W,Lunch
7240,1003,Th,Lunch
14925,467,Th,Lunch
4312,1003,Th,Lunch
5546,1003,Th,Lunch
12445,1003,Th,Lunch
5291,1003,Th,Lunch
1667,1003,Th,Lunch
21865,1003,Th,Lunch
7240,1003,F,Lunch
14925,1003,F,Lunch
5207,1003,F,Lunch
6233,1003,F,Lunch
5291,1003,F,Lunch
1667,1003,F,Lunch
21865,895,F,Lunch
7240,1003,S,Lunch
14925,1003,S,Lunch
6233,1003,S,Lunch
3245,1003,S,Lunch
12932,1003,S,Lunch
5291,832,S,Lunch
1667,1003,S,Lunch
21865,1003,S,Lunch
7240,1003,Su,Lunch
14925,1003,Su,Lunch
4312,799,Su,Lunch
16596,1003,Su,Lunch
6233,1003,Su,Lunch
5291,1003,Su,Lunch
1667,536,Su,Lunch
21865,1003,Su,Lunch
7240,215,M,Lunch
14925,1003,M,Lunch
15076,1003,M,Lunch
17655,1003,M,Lunch
3043,1003,M,Lunch
5291,1003,M,Lunch
1667,1003,M,Lunch
21865,1003,M,Lunch
7240,548,T,Lunch
6485,1003,T,Lunch
14925,1003,T,Lunch
12399,1003,T,Lunch
15076,1003,T,Lunch
1667,1003,T,Lunch
21865,1003,T,Lunch
7240,1003,W,Lunch
14925,1003,W,Lunch
11198,984,W,Lunch
5546,1003,W,Lunch
5481,572,W,Lunch
5291,612,W,Lunch
1667,1003,W,Lunch
21865,1003,W,Lunch
7240,1003,Th,Lunch
14925,1003,Th,Lunch
4312,1003,Th,Lunch
20673,1003,Th,Lunch
5546,1003,Th,Lunch
5291,1003,Th,Lunch
1667,1003,Th,Lunch
21865,1003,Th,Lunch
7240,1003,F,Lunch
14925,1003,F,Lunch
6233,916,F,Lunch
14921,441,F,Lunch
5291,494,F,Lunch
1667,1003,F,Lunch
21865,1003,F,Lunch
7240,1003,S,Lunch
14925,1003,S,Lunch
16787,1003,S,Lunch
3245,1003,S,Lunch
6233,1003,S,Lunch
5291,1003,S,Lunch
1667,1003,S,Lunch
21865,1003,S,Lunch
7240,1003,Su,Lunch
14925,1003,Su,Lunch
4312,1003,Su,Lunch
12420,1003,Su,Lunch
6233,1003,Su,Lunch
5291,146,Su,Lunch
1667,1003,Su,Lunch
21865,1003,Su,Lunch
7240,386,M,Lunch
14925,296,M,Lunch
3043,1003,M,Lunch
15076,1003,M,Lunch
5291,11,M,Lunch
1667,1003,M,Lunch
21865,944,M,Lunch
7240,1003,T,Lunch
6485,1003,T,Lunch
14925,1003,T,Lunch
17532,1003,T,Lunch
15076,2,T,Lunch
5291,990,T,Lunch
14899,1003,T,Lunch
1667,405,T,Lunch
21865,773,T,Lunch
7240,1003,W,Lunch
14925,1003,W,Lunch
5490,1003,W,Lunch
5481,988,W,Lunch
5546,1003,W,Lunch
5291,1017,W,Lunch
1667,1003,W,Lunch
21865,1003,W,Lunch
7240,312,Th,Lunch
14925,593,Th,Lunch
4312,92,Th,Lunch
5546,1003,Th,Lunch
13929,915,Th,Lunch
5291,1003,Th,Lunch
1667,1003,Th,Lunch
21865,927,Th,Lunch
7240,1003,F,Lunch
14925,1017,F,Lunch
13704,739,F,Lunch
6233,1003,F,Lunch
5291,683,F,Lunch
1667,1003,F,Lunch
21865,1003,F,Lunch
7240,1003,S,Lunch
14925,906,S,Lunch
6233,1003,S,Lunch
3245,1003,S,Lunch
5291,465,S,Lunch
14980,23,S,Lunch
1667,1003,S,Lunch
21865,1003,S,Lunch
7240,179,Su,Lunch
14925,1003,Su,Lunch
4312,1003,Su,Lunch
6233,1003,Su,Lunch
5291,1003,Su,Lunch
1667,1003,Su,Lunch
21865,1003,Su,Lunch
7240,1003,M,Lunch
14925,1003,M,Lunch
13825,612,M,Lunch
3043,1003,M,Lunch
15076,1003,M,Lunch
5291,674,M,Lunch
1667,146,M,Lunch
21865,1003,M,Lunch
7240,1003,T,Lunch
6485,1003,T,Lunch
14925,1003,T,Lunch
15076,24,T,Lunch
9443,631,T,Lunch
5291,1003,T,Lunch
1667,1003,T,Lunch
21865,1003,T,Lunch
7240,685,W,Lunch
14925,978,W,Lunch
15710,1003,W,Lunch
5481,1003,W,Lunch
5546,979,W,Lunch
5291,1003,W,Lunch
1667,1003,W,Lunch
21865,1003,W,Lunch
7240,1003,Th,Lunch
14925,1003,Th,Lunch
4312,1003,Th,Lunch
5546,1003,Th,Lunch
12445,1003,Th,Lunch
5291,1003,Th,Lunch
1667,57,Th,Lunch
21865,1003,Th,Lunch
7240,1003,F,Lunch
14925,1003,F,Lunch
5207,646,F,Lunch
6233,1003,F,Lunch
5291,1003,F,Lunch
1667,1003,F,Lunch
21865,1003,F,Lunch
7240,1003,S,Lunch
14925,1003,S,Lunch
6233,1003,S,Lunch
3245,1003,S,Lunch
12932,1003,S,Lunch
5291,1003,S,Lunch
1667,1003,S,Lunch
21865,1003,S,Lunch
7240,1003,Su,Lunch
14925,1003,Su,Lunch
4312,1003,Su,Lunch
16596,739,Su,Lunch
6233,1003,Su,Lunch
5291,1003,Su,Lunch
1667,1003,Su,Lunch
21865,1003,Su,Lunch
7240,1003,M,Lunch
14925,585,M,Lunch
15076,457,M,Lunch
17655,1003,M,Lunch
3043,1003,M,Lunch
5291,1003,M,Lunch
1667,464,M,Lunch
21865,795,M,Lunch
7240,909,T,Lunch
6485,1003,T,Lunch
14925,1003,T,Lunch
12399,1003,T,Lunch
15076,1003,T,Lunch
5291,1003,T,Lunch
1667,411,T,Lunch
21865,1003,T,Lunch
7240,1003,W,Lunch
14925,1003,W,Lunch
11198,1003,W,Lunch
5546,1003,W,Lunch
5481,1003,W,Lunch
5291,1003,W,Lunch
1667,1003,W,Lunch
21865,1003,W,Lunch
7240,1003,Th,Lunch
14925,1003,Th,Lunch
4312,1003,Th,Lunch
20673,1003,Th,Lunch
5546,1058,Th,Lunch
5291,656,Th,Lunch
1667,903,Th,Lunch
21865,1003,Th,Lunch
7240,848,F,Lunch
14925,1003,F,Lunch
14899,1003,F,Lunch
6233,453,F,Lunch
5291,1003,F,Lunch
1667,22,F,Lunch
21865,1003,F,Lunch
7240,1003,S,Lunch
14925,1003,S,Lunch
16787,1003,S,Lunch
3245,1003,S,Lunch
6233,1003,S,Lunch
5291,1003,S,Lunch
1667,1003,S,Lunch
21865,1003,S,Lunch
4312,1003,Su,Lunch
12420,1003,Su,Lunch
6233,767,Su,Lunch
5291,1003,Su,Lunch
1667,1003,Su,Lunch
21865,1003,Su,Lunch
3043,1004,M,Lunch
15076,715,M,Lunch
5291,348,M,Lunch
1667,930,M,Lunch
21865,1003,M,Lunch
6485,1034,T,Lunch
17532,1003,T,Lunch
15076,1003,T,Lunch
5291,1003,T,Lunch
1667,218,T,Lunch
21865,1003,T,Lunch
5490,1003,W,Lunch
5481,1003,W,Lunch
5546,1003,W,Lunch
5291,57,W,Lunch
1667,1003,W,Lunch
21865,1003,W,Lunch
4312,1003,Th,Lunch
5546,238,Th,Lunch
13929,1003,Th,Lunch
5291,1003,Th,Lunch
1667,672,Th,Lunch
21865,1003,Th,Lunch
13704,1003,F,Lunch
6233,285,F,Lunch
5291,1003,F,Lunch
1667,166,F,Lunch
21865,1003,F,Lunch
6233,1003,S,Lunch
3245,1025,S,Lunch
14899,1003,S,Lunch
5291,1003,S,Lunch
1667,1003,S,Lunch
21865,1003,S,Lunch
7240,1003,Su,Lunch
14925,1003,Su,Lunch
4312,1003,Su,Lunch
6233,985,Su,Lunch
